(EngineCore pid=1464928) INFO 09-02 19:24:43 [timed_mp_connector.py:99] TIMER pid=1464928 role=SCHEDULER steps=200 wall_ms/step=2120.07 hooks_ms/step=7.856 cpu_busy=0.12 | build_connector_meta=0.835(1.0x) get_finished_count=0.000(0.0x) get_num_new_matched_tokens=6.976(0.1x) on_new_request=0.001(0.5x) request_finished=0.006(0.1x) request_finished_all_groups=0.006(0.1x) take_events=0.001(1.0x) update_connector_output=0.002(1.0x) update_state_after_alloc=0.029(0.1x)
(Worker_TP2 pid=1465342) INFO 09-02 19:25:56 [timed_mp_connector.py:99] TIMER pid=1465342 role=WORKER steps=200 wall_ms/step=92.50 hooks_ms/step=0.728 cpu_busy=1.78 | bind_connector_metadata=0.002(1.0x) build_connector_worker_meta=0.001(1.0x) clear_connector_metadata=0.001(1.0x) get_block_ids_with_load_errors=0.003(1.0x) get_finished=0.092(1.0x) get_kv_connector_stats=0.001(1.0x) handle_preemptions=0.006(1.0x) save_kv_layer=0.057(36.0x) start_load_kv=0.004(1.0x) wait_for_layer_load=0.050(36.0x) wait_for_save=0.512(1.0x)
(Worker_TP4 pid=1465344) INFO 09-02 19:25:56 [timed_mp_connector.py:99] TIMER pid=1465344 role=WORKER steps=200 wall_ms/step=92.94 hooks_ms/step=0.748 cpu_busy=1.93 | bind_connector_metadata=0.002(1.0x) build_connector_worker_meta=0.001(1.0x) clear_connector_metadata=0.001(1.0x) get_block_ids_with_load_errors=0.003(1.0x) get_finished=0.098(1.0x) get_kv_connector_stats=0.001(1.0x) handle_preemptions=0.006(1.0x) save_kv_layer=0.054(36.0x) start_load_kv=0.004(1.0x) wait_for_layer_load=0.052(36.0x) wait_for_save=0.526(1.0x)
(Worker_TP7 pid=1465347) INFO 09-02 19:25:56 [timed_mp_connector.py:99] TIMER pid=1465347 role=WORKER steps=200 wall_ms/step=92.90 hooks_ms/step=0.835 cpu_busy=1.61 | bind_connector_metadata=0.002(1.0x) build_connector_worker_meta=0.001(1.0x) clear_connector_metadata=0.001(1.0x) get_block_ids_with_load_errors=0.003(1.0x) get_finished=0.122(1.0x) get_kv_connector_stats=0.001(1.0x) handle_preemptions=0.007(1.0x) save_kv_layer=0.059(36.0x) start_load_kv=0.004(1.0x) wait_for_layer_load=0.056(36.0x) wait_for_save=0.579(1.0x)
(EngineCore pid=1464928) INFO 09-02 19:26:15 [timed_mp_connector.py:99] TIMER pid=1464928 role=SCHEDULER steps=200 wall_ms/step=94.69 hooks_ms/step=7.878 cpu_busy=0.95 | build_connector_meta=0.732(1.0x) get_num_new_matched_tokens=7.108(0.1x) on_new_request=0.001(0.3x) request_finished=0.005(0.1x) request_finished_all_groups=0.005(0.1x) take_events=0.001(1.0x) update_connector_output=0.002(1.0x) update_state_after_alloc=0.024(0.1x)
(Worker_TP2 pid=1465342) INFO 09-02 19:26:15 [timed_mp_connector.py:99] TIMER pid=1465342 role=WORKER steps=200 wall_ms/step=94.67 hooks_ms/step=0.754 cpu_busy=1.70 | bind_connector_metadata=0.002(1.0x) build_connector_worker_meta=0.001(1.0x) clear_connector_metadata=0.001(1.0x) get_block_ids_with_load_errors=0.003(1.0x) get_finished=0.079(1.0x) get_kv_connector_stats=0.001(1.0x) handle_preemptions=0.006(1.0x) save_kv_layer=0.061(36.0x) start_load_kv=0.004(1.0x) wait_for_layer_load=0.054(36.0x) wait_for_save=0.543(1.0x)
(Worker_TP7 pid=1465347) INFO 09-02 19:26:15 [timed_mp_connector.py:99] TIMER pid=1465347 role=WORKER steps=200 wall_ms/step=94.26 hooks_ms/step=0.860 cpu_busy=1.92 | bind_connector_metadata=0.002(1.0x) build_connector_worker_meta=0.001(1.0x) clear_connector_metadata=0.001(1.0x) get_block_ids_with_load_errors=0.003(1.0x) get_finished=0.121(1.0x) get_kv_connector_stats=0.001(1.0x) handle_preemptions=0.006(1.0x) save_kv_layer=0.054(36.0x) start_load_kv=0.004(1.0x) wait_for_layer_load=0.050(36.0x) wait_for_save=0.618(1.0x)
(Worker_TP4 pid=1465344) INFO 09-02 19:26:15 [timed_mp_connector.py:99] TIMER pid=1465344 role=WORKER steps=200 wall_ms/step=94.36 hooks_ms/step=0.811 cpu_busy=1.68 | bind_connector_metadata=0.002(1.0x) build_connector_worker_meta=0.001(1.0x) clear_connector_metadata=0.001(1.0x) get_block_ids_with_load_errors=0.003(1.0x) get_finished=0.118(1.0x) get_kv_connector_stats=0.001(1.0x) handle_preemptions=0.007(1.0x) save_kv_layer=0.063(36.0x) start_load_kv=0.004(1.0x) wait_for_layer_load=0.060(36.0x) wait_for_save=0.551(1.0x)
(Worker_TP6 pid=1465346) INFO 09-02 19:26:15 [timed_mp_connector.py:99] TIMER pid=1465346 role=WORKER steps=200 wall_ms/step=94.68 hooks_ms/step=0.722 cpu_busy=1.82 | bind_connector_metadata=0.002(1.0x) build_connector_worker_meta=0.001(1.0x) clear_connector_metadata=0.001(1.0x) get_block_ids_with_load_errors=0.002(1.0x) get_finished=0.090(1.0x) get_kv_connector_stats=0.001(1.0x) handle_preemptions=0.007(1.0x) save_kv_layer=0.056(36.0x) start_load_kv=0.003(1.0x) wait_for_layer_load=0.053(36.0x) wait_for_save=0.506(1.0x)
(Worker_TP1 pid=1465341) INFO 09-02 19:26:15 [timed_mp_connector.py:99] TIMER pid=1465341 role=WORKER steps=200 wall_ms/step=94.68 hooks_ms/step=0.770 cpu_busy=1.97 | bind_connector_metadata=0.002(1.0x) build_connector_worker_meta=0.001(1.0x) clear_connector_metadata=0.001(1.0x) get_block_ids_with_load_errors=0.003(1.0x) get_finished=0.076(1.0x) get_kv_connector_stats=0.001(1.0x) handle_preemptions=0.007(1.0x) save_kv_layer=0.051(36.0x) start_load_kv=0.004(1.0x) wait_for_layer_load=0.048(36.0x) wait_for_save=0.577(1.0x)
(Worker_TP3 pid=1465343) INFO 09-02 19:26:15 [timed_mp_connector.py:99] TIMER pid=1465343 role=WORKER steps=200 wall_ms/step=94.68 hooks_ms/step=0.805 cpu_busy=1.88 | bind_connector_metadata=0.002(1.0x) build_connector_worker_meta=0.001(1.0x) clear_connector_metadata=0.001(1.0x) get_block_ids_with_load_errors=0.003(1.0x) get_finished=0.098(1.0x) get_kv_connector_stats=0.001(1.0x) handle_preemptions=0.006(1.0x) save_kv_layer=0.054(36.0x) start_load_kv=0.003(1.0x) wait_for_layer_load=0.052(36.0x) wait_for_save=0.584(1.0x)
(Worker_TP5 pid=1465345) INFO 09-02 19:26:15 [timed_mp_connector.py:99] TIMER pid=1465345 role=WORKER steps=200 wall_ms/step=94.87 hooks_ms/step=0.779 cpu_busy=1.84 | bind_connector_metadata=0.002(1.0x) build_connector_worker_meta=0.001(1.0x) clear_connector_metadata=0.001(1.0x) get_block_ids_with_load_errors=0.003(1.0x) get_finished=0.116(1.0x) get_kv_connector_stats=0.001(1.0x) handle_preemptions=0.006(1.0x) save_kv_layer=0.057(36.0x) start_load_kv=0.004(1.0x) wait_for_layer_load=0.056(36.0x) wait_for_save=0.533(1.0x)
(Worker_TP0 pid=1465340) INFO 09-02 19:26:15 [timed_mp_connector.py:99] TIMER pid=1465340 role=WORKER steps=200 wall_ms/step=95.13 hooks_ms/step=0.826 cpu_busy=1.26 | bind_connector_metadata=0.002(1.0x) build_connector_worker_meta=0.001(1.0x) clear_connector_metadata=0.001(1.0x) get_block_ids_with_load_errors=0.003(1.0x) get_finished=0.076(1.0x) get_kv_connector_stats=0.001(1.0x) handle_preemptions=0.007(1.0x) save_kv_layer=0.067(36.0x) start_load_kv=0.004(1.0x) wait_for_layer_load=0.064(36.0x) wait_for_save=0.600(1.0x)
(EngineCore pid=1464928) INFO 09-02 19:26:34 [timed_mp_connector.py:99] TIMER pid=1464928 role=SCHEDULER steps=200 wall_ms/step=94.54 hooks_ms/step=8.845 cpu_busy=0.95 | build_connector_meta=0.865(1.0x) get_num_new_matched_tokens=7.937(0.1x) on_new_request=0.001(0.5x) request_finished=0.005(0.1x) request_finished_all_groups=0.006(0.1x) take_events=0.001(1.0x) update_connector_output=0.002(1.0x) update_state_after_alloc=0.028(0.1x)
(Worker_TP4 pid=1465344) INFO 09-02 19:26:34 [timed_mp_connector.py:99] TIMER pid=1465344 role=WORKER steps=200 wall_ms/step=94.66 hooks_ms/step=0.765 cpu_busy=1.91 | bind_connector_metadata=0.002(1.0x) build_connector_worker_meta=0.001(1.0x) clear_connector_metadata=0.001(1.0x) get_block_ids_with_load_errors=0.002(1.0x) get_finished=0.106(1.0x) get_kv_connector_stats=0.001(1.0x) handle_preemptions=0.007(1.0x) save_kv_layer=0.054(36.0x) start_load_kv=0.004(1.0x) wait_for_layer_load=0.051(36.0x) wait_for_save=0.536(1.0x)
(Worker_TP6 pid=1465346) INFO 09-02 19:26:34 [timed_mp_connector.py:99] TIMER pid=1465346 role=WORKER steps=200 wall_ms/step=94.66 hooks_ms/step=0.724 cpu_busy=1.86 | bind_connector_metadata=0.002(1.0x) build_connector_worker_meta=0.001(1.0x) clear_connector_metadata=0.001(1.0x) get_block_ids_with_load_errors=0.002(1.0x) get_finished=0.092(1.0x) get_kv_connector_stats=0.001(1.0x) handle_preemptions=0.007(1.0x) save_kv_layer=0.055(36.0x) start_load_kv=0.003(1.0x) wait_for_layer_load=0.051(36.0x) wait_for_save=0.509(1.0x)
(Worker_TP3 pid=1465343) INFO 09-02 19:26:34 [timed_mp_connector.py:99] TIMER pid=1465343 role=WORKER steps=200 wall_ms/step=94.66 hooks_ms/step=0.744 cpu_busy=1.88 | bind_connector_metadata=0.002(1.0x) build_connector_worker_meta=0.001(1.0x) clear_connector_metadata=0.001(1.0x) get_block_ids_with_load_errors=0.003(1.0x) get_finished=0.090(1.0x) get_kv_connector_stats=0.001(1.0x) handle_preemptions=0.006(1.0x) save_kv_layer=0.052(36.0x) start_load_kv=0.003(1.0x) wait_for_layer_load=0.051(36.0x) wait_for_save=0.534(1.0x)
(Worker_TP2 pid=1465342) INFO 09-02 19:26:34 [timed_mp_connector.py:99] TIMER pid=1465342 role=WORKER steps=200 wall_ms/step=94.66 hooks_ms/step=0.735 cpu_busy=1.74 | bind_connector_metadata=0.002(1.0x) build_connector_worker_meta=0.001(1.0x) clear_connector_metadata=0.001(1.0x) get_block_ids_with_load_errors=0.002(1.0x) get_finished=0.096(1.0x) get_kv_connector_stats=0.001(1.0x) handle_preemptions=0.006(1.0x) save_kv_layer=0.057(36.0x) start_load_kv=0.004(1.0x) wait_for_layer_load=0.051(36.0x) wait_for_save=0.514(1.0x)
(Worker_TP7 pid=1465347) INFO 09-02 19:26:34 [timed_mp_connector.py:99] TIMER pid=1465347 role=WORKER steps=200 wall_ms/step=94.67 hooks_ms/step=0.840 cpu_busy=1.84 | bind_connector_metadata=0.002(1.0x) build_connector_worker_meta=0.001(1.0x) clear_connector_metadata=0.001(1.0x) get_block_ids_with_load_errors=0.003(1.0x) get_finished=0.091(1.0x) get_kv_connector_stats=0.001(1.0x) handle_preemptions=0.007(1.0x) save_kv_layer=0.053(36.0x) start_load_kv=0.004(1.0x) wait_for_layer_load=0.051(36.0x) wait_for_save=0.627(1.0x)
(Worker_TP1 pid=1465341) INFO 09-02 19:26:34 [timed_mp_connector.py:99] TIMER pid=1465341 role=WORKER steps=200 wall_ms/step=94.67 hooks_ms/step=0.851 cpu_busy=1.53 | bind_connector_metadata=0.002(1.0x) build_connector_worker_meta=0.001(1.0x) clear_connector_metadata=0.001(1.0x) get_block_ids_with_load_errors=0.003(1.0x) get_finished=0.108(1.0x) get_kv_connector_stats=0.001(1.0x) handle_preemptions=0.008(1.0x) save_kv_layer=0.062(36.0x) start_load_kv=0.004(1.0x) wait_for_layer_load=0.059(36.0x) wait_for_save=0.603(1.0x)
(Worker_TP0 pid=1465340) INFO 09-02 19:26:34 [timed_mp_connector.py:99] TIMER pid=1465340 role=WORKER steps=200 wall_ms/step=94.22 hooks_ms/step=0.791 cpu_busy=1.55 | bind_connector_metadata=0.002(1.0x) build_connector_worker_meta=0.001(1.0x) clear_connector_metadata=0.001(1.0x) get_block_ids_with_load_errors=0.003(1.0x) get_finished=0.067(1.0x) get_kv_connector_stats=0.001(1.0x) handle_preemptions=0.007(1.0x) save_kv_layer=0.058(36.0x) start_load_kv=0.004(1.0x) wait_for_layer_load=0.057(36.0x) wait_for_save=0.589(1.0x)
(Worker_TP5 pid=1465345) INFO 09-02 19:26:34 [timed_mp_connector.py:99] TIMER pid=1465345 role=WORKER steps=200 wall_ms/step=94.59 hooks_ms/step=0.737 cpu_busy=1.77 | bind_connector_metadata=0.002(1.0x) build_connector_worker_meta=0.001(1.0x) clear_connector_metadata=0.001(1.0x) get_block_ids_with_load_errors=0.003(1.0x) get_finished=0.100(1.0x) get_kv_connector_stats=0.001(1.0x) handle_preemptions=0.006(1.0x) save_kv_layer=0.056(36.0x) start_load_kv=0.004(1.0x) wait_for_layer_load=0.056(36.0x) wait_for_save=0.508(1.0x)
(EngineCore pid=1464928) INFO 09-02 19:26:52 [timed_mp_connector.py:99] TIMER pid=1464928 role=SCHEDULER steps=200 wall_ms/step=90.13 hooks_ms/step=8.689 cpu_busy=0.94 | build_connector_meta=0.827(1.0x) get_num_new_matched_tokens=7.820(0.1x) on_new_request=0.001(0.3x) request_finished=0.005(0.1x) request_finished_all_groups=0.006(0.1x) take_events=0.001(1.0x) update_connector_output=0.002(1.0x) update_state_after_alloc=0.027(0.1x)
(Worker_TP3 pid=1465343) INFO 09-02 19:26:52 [timed_mp_connector.py:99] TIMER pid=1465343 role=WORKER steps=200 wall_ms/step=90.01 hooks_ms/step=0.764 cpu_busy=1.93 | bind_connector_metadata=0.002(1.0x) build_connector_worker_meta=0.001(1.0x) clear_connector_metadata=0.001(1.0x) get_block_ids_with_load_errors=0.002(1.0x) get_finished=0.104(1.0x) get_kv_connector_stats=0.001(1.0x) handle_preemptions=0.006(1.0x) save_kv_layer=0.052(36.0x) start_load_kv=0.003(1.0x) wait_for_layer_load=0.050(36.0x) wait_for_save=0.541(1.0x)
(Worker_TP2 pid=1465342) INFO 09-02 19:26:52 [timed_mp_connector.py:99] TIMER pid=1465342 role=WORKER steps=200 wall_ms/step=90.01 hooks_ms/step=0.724 cpu_busy=1.94 | bind_connector_metadata=0.002(1.0x) build_connector_worker_meta=0.001(1.0x) clear_connector_metadata=0.001(1.0x) get_block_ids_with_load_errors=0.002(1.0x) get_finished=0.116(1.0x) get_kv_connector_stats=0.001(1.0x) handle_preemptions=0.009(1.0x) save_kv_layer=0.052(36.0x) start_load_kv=0.004(1.0x) wait_for_layer_load=0.048(36.0x) wait_for_save=0.488(1.0x)
(Worker_TP4 pid=1465344) INFO 09-02 19:26:52 [timed_mp_connector.py:99] TIMER pid=1465344 role=WORKER steps=200 wall_ms/step=90.02 hooks_ms/step=0.764 cpu_busy=1.94 | bind_connector_metadata=0.002(1.0x) build_connector_worker_meta=0.001(1.0x) clear_connector_metadata=0.001(1.0x) get_block_ids_with_load_errors=0.002(1.0x) get_finished=0.125(1.0x) get_kv_connector_stats=0.001(1.0x) handle_preemptions=0.006(1.0x) save_kv_layer=0.053(36.0x) start_load_kv=0.004(1.0x) wait_for_layer_load=0.051(36.0x) wait_for_save=0.518(1.0x)
(Worker_TP1 pid=1465341) INFO 09-02 19:26:52 [timed_mp_connector.py:99] TIMER pid=1465341 role=WORKER steps=200 wall_ms/step=90.01 hooks_ms/step=0.841 cpu_busy=1.68 | bind_connector_metadata=0.002(1.0x) build_connector_worker_meta=0.001(1.0x) clear_connector_metadata=0.001(1.0x) get_block_ids_with_load_errors=0.003(1.0x) get_finished=0.112(1.0x) get_kv_connector_stats=0.001(1.0x) handle_preemptions=0.007(1.0x) save_kv_layer=0.058(36.0x) start_load_kv=0.004(1.0x) wait_for_layer_load=0.055(36.0x) wait_for_save=0.597(1.0x)
(Worker_TP7 pid=1465347) INFO 09-02 19:26:52 [timed_mp_connector.py:99] TIMER pid=1465347 role=WORKER steps=200 wall_ms/step=90.01 hooks_ms/step=0.775 cpu_busy=1.93 | bind_connector_metadata=0.002(1.0x) build_connector_worker_meta=0.001(1.0x) clear_connector_metadata=0.001(1.0x) get_block_ids_with_load_errors=0.002(1.0x) get_finished=0.060(1.0x) get_kv_connector_stats=0.001(1.0x) handle_preemptions=0.006(1.0x) save_kv_layer=0.053(36.0x) start_load_kv=0.004(1.0x) wait_for_layer_load=0.050(36.0x) wait_for_save=0.595(1.0x)
(Worker_TP5 pid=1465345) INFO 09-02 19:26:52 [timed_mp_connector.py:99] TIMER pid=1465345 role=WORKER steps=200 wall_ms/step=89.90 hooks_ms/step=0.769 cpu_busy=1.57 | bind_connector_metadata=0.002(1.0x) build_connector_worker_meta=0.001(1.0x) clear_connector_metadata=0.001(1.0x) get_block_ids_with_load_errors=0.003(1.0x) get_finished=0.079(1.0x) get_kv_connector_stats=0.001(1.0x) handle_preemptions=0.006(1.0x) save_kv_layer=0.059(36.0x) start_load_kv=0.004(1.0x) wait_for_layer_load=0.058(36.0x) wait_for_save=0.555(1.0x)
(Worker_TP6 pid=1465346) INFO 09-02 19:26:52 [timed_mp_connector.py:99] TIMER pid=1465346 role=WORKER steps=200 wall_ms/step=90.44 hooks_ms/step=0.718 cpu_busy=1.86 | bind_connector_metadata=0.002(1.0x) build_connector_worker_meta=0.001(1.0x) clear_connector_metadata=0.001(1.0x) get_block_ids_with_load_errors=0.002(1.0x) get_finished=0.089(1.0x) get_kv_connector_stats=0.001(1.0x) handle_preemptions=0.007(1.0x) save_kv_layer=0.054(36.0x) start_load_kv=0.003(1.0x) wait_for_layer_load=0.051(36.0x) wait_for_save=0.507(1.0x)
(Worker_TP0 pid=1465340) INFO 09-02 19:26:52 [timed_mp_connector.py:99] TIMER pid=1465340 role=WORKER steps=200 wall_ms/step=90.46 hooks_ms/step=0.819 cpu_busy=1.86 | bind_connector_metadata=0.002(1.0x) build_connector_worker_meta=0.001(1.0x) clear_connector_metadata=0.001(1.0x) get_block_ids_with_load_errors=0.003(1.0x) get_finished=0.117(1.0x) get_kv_connector_stats=0.001(1.0x) handle_preemptions=0.006(1.0x) save_kv_layer=0.054(36.0x) start_load_kv=0.004(1.0x) wait_for_layer_load=0.053(36.0x) wait_for_save=0.578(1.0x)
(EngineCore pid=1464928) INFO 09-02 19:27:11 [timed_mp_connector.py:99] TIMER pid=1464928 role=SCHEDULER steps=200 wall_ms/step=94.10 hooks_ms/step=7.951 cpu_busy=0.96 | build_connector_meta=1.003(1.0x) get_num_new_matched_tokens=6.874(0.1x) on_new_request=0.001(0.5x) request_finished=0.020(0.1x) request_finished_all_groups=0.021(0.1x) take_events=0.001(1.0x) update_connector_output=0.003(1.0x) update_state_after_alloc=0.027(0.1x)
(Worker_TP2 pid=1465342) INFO 09-02 19:27:11 [timed_mp_connector.py:99] TIMER pid=1465342 role=WORKER steps=200 wall_ms/step=94.10 hooks_ms/step=0.755 cpu_busy=1.75 | bind_connector_metadata=0.002(1.0x) build_connector_worker_meta=0.001(1.0x) clear_connector_metadata=0.001(1.0x) get_block_ids_with_load_errors=0.003(1.0x) get_finished=0.091(1.0x) get_kv_connector_stats=0.001(1.0x) handle_preemptions=0.006(1.0x) save_kv_layer=0.060(36.0x) start_load_kv=0.004(1.0x) wait_for_layer_load=0.054(36.0x) wait_for_save=0.533(1.0x)
(Worker_TP6 pid=1465346) INFO 09-02 19:27:11 [timed_mp_connector.py:99] TIMER pid=1465346 role=WORKER steps=200 wall_ms/step=93.67 hooks_ms/step=0.748 cpu_busy=1.86 | bind_connector_metadata=0.002(1.0x) build_connector_worker_meta=0.001(1.0x) clear_connector_metadata=0.001(1.0x) get_block_ids_with_load_errors=0.002(1.0x) get_finished=0.113(1.0x) get_kv_connector_stats=0.001(1.0x) handle_preemptions=0.007(1.0x) save_kv_layer=0.054(36.0x) start_load_kv=0.003(1.0x) wait_for_layer_load=0.051(36.0x) wait_for_save=0.513(1.0x)
(Worker_TP4 pid=1465344) INFO 09-02 19:27:11 [timed_mp_connector.py:99] TIMER pid=1465344 role=WORKER steps=200 wall_ms/step=94.09 hooks_ms/step=0.814 cpu_busy=1.64 | bind_connector_metadata=0.002(1.0x) build_connector_worker_meta=0.001(1.0x) clear_connector_metadata=0.001(1.0x) get_block_ids_with_load_errors=0.003(1.0x) get_finished=0.108(1.0x) get_kv_connector_stats=0.001(1.0x) handle_preemptions=0.007(1.0x) save_kv_layer=0.063(36.0x) start_load_kv=0.004(1.0x) wait_for_layer_load=0.060(36.0x) wait_for_save=0.564(1.0x)
(Worker_TP1 pid=1465341) INFO 09-02 19:27:11 [timed_mp_connector.py:99] TIMER pid=1465341 role=WORKER steps=200 wall_ms/step=94.09 hooks_ms/step=0.823 cpu_busy=1.91 | bind_connector_metadata=0.002(1.0x) build_connector_worker_meta=0.001(1.0x) clear_connector_metadata=0.001(1.0x) get_block_ids_with_load_errors=0.003(1.0x) get_finished=0.103(1.0x) get_kv_connector_stats=0.001(1.0x) handle_preemptions=0.007(1.0x) save_kv_layer=0.054(36.0x) start_load_kv=0.004(1.0x) wait_for_layer_load=0.050(36.0x) wait_for_save=0.598(1.0x)
(Worker_TP0 pid=1465340) INFO 09-02 19:27:11 [timed_mp_connector.py:99] TIMER pid=1465340 role=WORKER steps=200 wall_ms/step=93.64 hooks_ms/step=0.842 cpu_busy=1.52 | bind_connector_metadata=0.002(1.0x) build_connector_worker_meta=0.001(1.0x) clear_connector_metadata=0.001(1.0x) get_block_ids_with_load_errors=0.003(1.0x) get_finished=0.119(1.0x) get_kv_connector_stats=0.001(1.0x) handle_preemptions=0.007(1.0x) save_kv_layer=0.061(36.0x) start_load_kv=0.004(1.0x) wait_for_layer_load=0.059(36.0x) wait_for_save=0.585(1.0x)
(Worker_TP3 pid=1465343) INFO 09-02 19:27:11 [timed_mp_connector.py:99] TIMER pid=1465343 role=WORKER steps=200 wall_ms/step=94.29 hooks_ms/step=0.930 cpu_busy=1.45 | bind_connector_metadata=0.002(1.0x) build_connector_worker_meta=0.001(1.0x) clear_connector_metadata=0.001(1.0x) get_block_ids_with_load_errors=0.003(1.0x) get_finished=0.100(1.0x) get_kv_connector_stats=0.001(1.0x) handle_preemptions=0.007(1.0x) save_kv_layer=0.067(36.0x) start_load_kv=0.004(1.0x) wait_for_layer_load=0.065(36.0x) wait_for_save=0.678(1.0x)
(Worker_TP7 pid=1465347) INFO 09-02 19:27:11 [timed_mp_connector.py:99] TIMER pid=1465347 role=WORKER steps=200 wall_ms/step=94.52 hooks_ms/step=0.811 cpu_busy=1.79 | bind_connector_metadata=0.002(1.0x) build_connector_worker_meta=0.001(1.0x) clear_connector_metadata=0.001(1.0x) get_block_ids_with_load_errors=0.003(1.0x) get_finished=0.094(1.0x) get_kv_connector_stats=0.001(1.0x) handle_preemptions=0.007(1.0x) save_kv_layer=0.057(36.0x) start_load_kv=0.004(1.0x) wait_for_layer_load=0.054(36.0x) wait_for_save=0.589(1.0x)
(Worker_TP5 pid=1465345) INFO 09-02 19:27:11 [timed_mp_connector.py:99] TIMER pid=1465345 role=WORKER steps=200 wall_ms/step=94.53 hooks_ms/step=0.763 cpu_busy=1.57 | bind_connector_metadata=0.002(1.0x) build_connector_worker_meta=0.001(1.0x) clear_connector_metadata=0.001(1.0x) get_block_ids_with_load_errors=0.003(1.0x) get_finished=0.076(1.0x) get_kv_connector_stats=0.001(1.0x) handle_preemptions=0.006(1.0x) save_kv_layer=0.060(36.0x) start_load_kv=0.004(1.0x) wait_for_layer_load=0.059(36.0x) wait_for_save=0.549(1.0x)
(EngineCore pid=1464928) INFO 09-02 19:27:29 [timed_mp_connector.py:99] TIMER pid=1464928 role=SCHEDULER steps=200 wall_ms/step=90.31 hooks_ms/step=8.828 cpu_busy=0.94 | build_connector_meta=0.809(1.0x) get_num_new_matched_tokens=7.793(0.1x) on_new_request=0.001(0.3x) request_finished=0.098(0.1x) request_finished_all_groups=0.098(0.1x) take_events=0.001(1.0x) update_connector_output=0.002(1.0x) update_state_after_alloc=0.027(0.1x)
(Worker_TP5 pid=1465345) INFO 09-02 19:27:29 [timed_mp_connector.py:99] TIMER pid=1465345 role=WORKER steps=200 wall_ms/step=89.89 hooks_ms/step=0.825 cpu_busy=1.60 | bind_connector_metadata=0.002(1.0x) build_connector_worker_meta=0.001(1.0x) clear_connector_metadata=0.001(1.0x) get_block_ids_with_load_errors=0.003(1.0x) get_finished=0.110(1.0x) get_kv_connector_stats=0.001(1.0x) handle_preemptions=0.006(1.0x) save_kv_layer=0.059(36.0x) start_load_kv=0.004(1.0x) wait_for_layer_load=0.058(36.0x) wait_for_save=0.581(1.0x)
(Worker_TP6 pid=1465346) INFO 09-02 19:27:29 [timed_mp_connector.py:99] TIMER pid=1465346 role=WORKER steps=200 wall_ms/step=90.33 hooks_ms/step=0.740 cpu_busy=1.76 | bind_connector_metadata=0.002(1.0x) build_connector_worker_meta=0.001(1.0x) clear_connector_metadata=0.001(1.0x) get_block_ids_with_load_errors=0.002(1.0x) get_finished=0.104(1.0x) get_kv_connector_stats=0.001(1.0x) handle_preemptions=0.007(1.0x) save_kv_layer=0.058(36.0x) start_load_kv=0.003(1.0x) wait_for_layer_load=0.056(36.0x) wait_for_save=0.505(1.0x)
(Worker_TP7 pid=1465347) INFO 09-02 19:27:29 [timed_mp_connector.py:99] TIMER pid=1465347 role=WORKER steps=200 wall_ms/step=89.90 hooks_ms/step=0.744 cpu_busy=1.86 | bind_connector_metadata=0.002(1.0x) build_connector_worker_meta=0.001(1.0x) clear_connector_metadata=0.001(1.0x) get_block_ids_with_load_errors=0.002(1.0x) get_finished=0.078(1.0x) get_kv_connector_stats=0.001(1.0x) handle_preemptions=0.006(1.0x) save_kv_layer=0.053(36.0x) start_load_kv=0.003(1.0x) wait_for_layer_load=0.050(36.0x) wait_for_save=0.546(1.0x)
(Worker_TP3 pid=1465343) INFO 09-02 19:27:29 [timed_mp_connector.py:99] TIMER pid=1465343 role=WORKER steps=200 wall_ms/step=90.14 hooks_ms/step=0.847 cpu_busy=1.51 | bind_connector_metadata=0.002(1.0x) build_connector_worker_meta=0.001(1.0x) clear_connector_metadata=0.001(1.0x) get_block_ids_with_load_errors=0.003(1.0x) get_finished=0.063(1.0x) get_kv_connector_stats=0.001(1.0x) handle_preemptions=0.006(1.0x) save_kv_layer=0.060(36.0x) start_load_kv=0.004(1.0x) wait_for_layer_load=0.059(36.0x) wait_for_save=0.648(1.0x)
(Worker_TP2 pid=1465342) INFO 09-02 19:27:29 [timed_mp_connector.py:99] TIMER pid=1465342 role=WORKER steps=200 wall_ms/step=90.33 hooks_ms/step=0.733 cpu_busy=1.78 | bind_connector_metadata=0.002(1.0x) build_connector_worker_meta=0.001(1.0x) clear_connector_metadata=0.001(1.0x) get_block_ids_with_load_errors=0.002(1.0x) get_finished=0.104(1.0x) get_kv_connector_stats=0.001(1.0x) handle_preemptions=0.006(1.0x) save_kv_layer=0.056(36.0x) start_load_kv=0.004(1.0x) wait_for_layer_load=0.053(36.0x) wait_for_save=0.502(1.0x)
(Worker_TP0 pid=1465340) INFO 09-02 19:27:29 [timed_mp_connector.py:99] TIMER pid=1465340 role=WORKER steps=200 wall_ms/step=90.33 hooks_ms/step=0.770 cpu_busy=1.91 | bind_connector_metadata=0.002(1.0x) build_connector_worker_meta=0.001(1.0x) clear_connector_metadata=0.001(1.0x) get_block_ids_with_load_errors=0.002(1.0x) get_finished=0.103(1.0x) get_kv_connector_stats=0.001(1.0x) handle_preemptions=0.006(1.0x) save_kv_layer=0.051(36.0x) start_load_kv=0.003(1.0x) wait_for_layer_load=0.051(36.0x) wait_for_save=0.549(1.0x)
