prompt_tokens,generation_tokens,ttft,generation_time,user_id,question_id,launch_time,finish_time
11116,33,0.2435762882232666,0.09723401069641113,1,1,1787131823.7413394,1787131824.0821505
11174,42,0.235975980758667,0.12752962112426758,1,2,1787131839.7790358,1787131840.1425424
13059,2,0.2838010787963867,0.0016469955444335938,2,1,1787131824.2423038,1787131824.5277529
13089,25,0.270221471786499,0.06716704368591309,2,2,1787131840.2869,1787131840.6242893
9496,2,0.21080470085144043,0.0016274452209472656,3,1,1787131824.743252,1787131824.9556851
9528,22,0.2021479606628418,0.059354305267333984,3,2,1787131840.7929122,1787131841.0544157
13229,2,0.2821793556213379,0.0015993118286132812,4,1,1787131825.2443838,1787131825.5281634
13264,64,0.27976369857788086,0.20458984375,4,2,1787131841.2986555,1787131841.7830098
11719,2,0.24103975296020508,0.001622915267944336,5,1,1787131825.7454412,1787131825.9881048
11757,33,0.2371973991394043,0.09618163108825684,5,2,1787131841.80463,1787131842.1380095
9656,10,0.20895147323608398,0.018602371215820312,6,1,1787131826.2464192,1787131826.473974
9700,52,0.20310401916503906,0.16414713859558105,6,2,1787131842.3108938,1787131842.6781461
12303,6,0.2610304355621338,0.0018589496612548828,7,1,1787131826.7474215,1787131827.0103114
12334,53,0.2527801990509033,0.16604232788085938,7,2,1787131842.8163772,1787131843.235201
10253,28,0.20907807350158691,0.08041524887084961,8,1,1787131827.248367,1787131827.537861
10307,10,0.2129988670349121,0.01650524139404297,8,2,1787131843.3217216,1787131843.5512266
8906,2,0.1950547695159912,0.0015687942504882812,9,1,1787131827.749349,1787131827.9459739
8933,64,0.19057631492614746,0.2064499855041504,9,2,1787131843.8276172,1787131844.2246447
8284,33,0.17557477951049805,0.09946513175964355,10,1,1787131828.2503145,1787131828.5253553
8345,2,0.1739957332611084,0.001590728759765625,10,2,1787131844.333461,1787131844.5090485
9383,14,0.20699715614318848,0.03162360191345215,11,1,1787131828.7513652,1787131828.989987
9425,36,0.2004680633544922,0.1082603931427002,11,2,1787131844.8389575,1787131845.147687
8281,42,0.17308878898620605,0.13125300407409668,12,1,1787131829.252395,1787131829.5567374
8350,2,0.1735527515411377,0.0016207695007324219,12,2,1787131845.3465626,1787131845.521737
14039,4,0.28229403495788574,0.0020182132720947266,13,1,1787131829.753432,1787131830.0377455
14074,2,0.28119897842407227,0.0015876293182373047,13,2,1787131845.852465,1787131846.1352525
10372,2,0.2174549102783203,0.001560211181640625,14,1,1787131830.2544212,1787131830.473437
10398,18,0.21834659576416016,0.04503464698791504,14,2,1787131846.2581208,1787131846.521503
10093,11,0.21263766288757324,0.02149176597595215,15,1,1787131830.7555733,1787131830.9897034
10134,5,0.20830988883972168,0.0017771720886230469,15,2,1787131846.763948,1787131846.9740357
8489,10,0.1744365692138672,0.02017068862915039,16,1,1787131831.256685,1787131831.451293
8527,20,0.18060970306396484,0.05483651161193848,16,2,1787131847.269699,1787131847.5051463
8810,10,0.19179916381835938,0.018982410430908203,17,1,1787131831.7578344,1787131831.968617
8849,4,0.19071006774902344,0.0016322135925292969,17,2,1787131847.77532,1787131847.967663
11424,55,0.23647379875183105,0.17512941360473633,18,1,1787131832.2589931,1787131832.6706
11506,47,0.23696160316467285,0.1465444564819336,18,2,1787131848.280975,1787131848.664482
12757,2,0.2580087184906006,0.0016291141510009766,19,1,1787131832.7603865,1787131833.0200253
12796,50,0.25523900985717773,0.15671372413635254,19,2,1787131848.7864532,1787131849.1984067
8665,10,0.17670822143554688,0.020554542541503906,20,1,1787131833.2617192,1787131833.458983
8706,45,0.1931171417236328,0.14124536514282227,20,2,1787131849.2875657,1787131849.621929
13813,10,0.2822601795196533,0.014831066131591797,21,1,1787131833.763201,1787131834.0602934
13847,10,0.2821688652038574,0.013577938079833984,21,2,1787131849.8030937,1787131850.0988414
11088,18,0.22438716888427734,0.047762393951416016,22,1,1787131834.264486,1787131834.5366364
11136,30,0.22356677055358887,0.08655834197998047,22,2,1787131850.314194,1787131850.6243198
8260,22,0.17077136039733887,0.0619502067565918,23,1,1787131834.7657952,1787131834.9985178
8310,55,0.17216134071350098,0.17605090141296387,23,2,1787131850.822348,1787131851.170561
10080,2,0.2131824493408203,0.0015528202056884766,24,1,1787131835.2676384,1787131835.4823747
10107,8,0.20971918106079102,0.010903596878051758,24,2,1787131851.328193,1787131851.5488164
8967,3,0.1893787384033203,0.0015804767608642578,25,1,1787131835.7690725,1787131835.9600322
8996,2,0.18610215187072754,0.0015575885772705078,25,2,1787131851.8336797,1787131852.0213401
8711,6,0.17746305465698242,0.0066335201263427734,26,1,1787131836.270342,1787131836.4544396
8750,64,0.18211126327514648,0.2080695629119873,26,2,1787131852.3393319,1787131852.7295134
9436,64,0.19644880294799805,0.2111670970916748,27,1,1787131836.7716916,1787131837.1793082
9527,8,0.20108246803283691,0.011188983917236328,27,2,1787131852.8451169,1787131853.0573893
8706,42,0.17415380477905273,0.13141608238220215,28,1,1787131837.2729454,1787131837.578516
8772,29,0.1830463409423828,0.08650803565979004,28,2,1787131853.3530686,1787131853.6226237
13022,24,0.2658553123474121,0.06453728675842285,29,1,1787131837.7743633,1787131838.104757
13077,24,0.26864099502563477,0.06411528587341309,29,2,1787131853.7966473,1787131854.1294043
14417,4,0.29223179817199707,0.001583099365234375,30,1,1787131838.2755985,1787131838.5694144
14444,28,0.29032015800476074,0.07585310935974121,30,2,1787131854.302155,1787131854.668329
8574,19,0.181243896484375,0.05017447471618652,31,1,1787131838.777048,1787131839.0084672
8626,2,0.18241357803344727,0.0015554428100585938,31,2,1787131854.805885,1787131854.989855
8180,21,0.1706068515777588,0.05818033218383789,32,1,1787131839.278379,1787131839.5071669
8224,5,0.17442083358764648,0.0031538009643554688,32,2,1787131855.3111813,1787131855.4887567
