prompt_tokens,generation_tokens,ttft,generation_time,user_id,question_id,launch_time,finish_time
11116,33,0.29857349395751953,0.10576415061950684,1,1,1787029727.8687146,1787029728.2730532
11174,42,0.23638343811035156,0.14046764373779297,1,2,1787029743.901782,1787029744.278634
13059,2,0.3228476047515869,0.0017924308776855469,2,1,1787029728.3701742,1787029728.694815
13089,25,0.16940069198608398,0.06229996681213379,2,2,1787029744.4101026,1787029744.6418042
9496,2,0.25130605697631836,0.001786947250366211,3,1,1787029728.8714726,1787029729.1245663
9528,22,0.1468195915222168,0.05918455123901367,3,2,1787029744.9157798,1787029745.121785
13229,2,0.3207423686981201,0.0016219615936279297,4,1,1787029729.3728564,1787029729.6952214
13264,64,0.24393534660339355,0.19952774047851562,4,2,1787029745.4217026,1787029745.8651667
11719,2,0.2781832218170166,0.0015614032745361328,5,1,1787029729.8739507,1787029730.153696
11757,33,0.217911958694458,0.09679913520812988,5,2,1787029745.9227135,1787029746.2374256
9656,10,0.23477959632873535,0.02619028091430664,6,1,1787029730.374968,1787029730.6359386
9700,52,0.19710040092468262,0.16205906867980957,6,2,1787029746.438832,1787029746.7979922
12303,6,0.28665757179260254,0.014264822006225586,7,1,1787029730.8760014,1787029731.1769245
12334,53,0.23319220542907715,0.15913677215576172,7,2,1787029746.946156,1787029747.338486
10253,28,0.23831629753112793,0.10024690628051758,8,1,1787029731.3776886,1787029731.7162526
10307,10,0.2015981674194336,0.014821052551269531,8,2,1787029747.4521658,1787029747.6685858
8906,2,0.2219552993774414,0.0016312599182128906,9,1,1787029731.8784156,1787029732.1020029
8933,64,0.19150018692016602,0.2034318447113037,9,2,1787029747.9581559,1787029748.3530889
8284,33,0.19343781471252441,0.12465882301330566,10,1,1787029732.3796153,1787029732.6977127
8345,2,0.17951655387878418,0.0017445087432861328,10,2,1787029748.4642518,1787029748.6455135
9383,14,0.22893619537353516,0.04221057891845703,11,1,1787029732.8811624,1787029733.1523101
9425,36,0.18770098686218262,0.10364460945129395,11,2,1787029748.9701622,1787029749.2615087
8281,42,0.1927323341369629,0.15949702262878418,12,1,1787029733.3824615,1787029733.7346916
8350,2,0.1745002269744873,0.0017480850219726562,12,2,1787029749.4769719,1787029749.653221
14039,4,0.3216381072998047,0.0015838146209716797,13,1,1787029733.8837345,1787029734.206957
14074,2,0.1832587718963623,0.001650094985961914,13,2,1787029749.983026,1787029750.1679358
10372,2,0.24718260765075684,0.001628875732421875,14,1,1787029734.3850837,1787029734.6338959
10398,18,0.14417004585266113,0.042975664138793945,14,2,1787029750.388168,1787029750.5753145
10093,11,0.24261188507080078,0.03101181983947754,15,1,1787029734.8863635,1787029735.159988
10134,5,0.14618349075317383,0.002275228500366211,15,2,1787029750.8934362,1787029751.0418956
8489,10,0.19246459007263184,0.040897369384765625,16,1,1787029735.3877516,1787029735.6211143
8527,20,0.13248229026794434,0.05138731002807617,16,2,1787029751.3988476,1787029751.582718
