prompt_tokens,generation_tokens,ttft,generation_time,user_id,question_id,launch_time,finish_time
11116,33,0.28325510025024414,0.10593700408935547,1,1,1787030704.6082716,1787030704.9974642
11174,42,0.33861637115478516,0.16048884391784668,1,2,1787030720.6510694,1787030721.1501756
13059,2,0.32141923904418945,0.0018563270568847656,2,1,1787030705.1097646,1787030705.4330409
13089,25,0.3722207546234131,0.17705726623535156,2,2,1787030721.1597307,1787030721.7090094
9496,2,0.2535276412963867,0.0017523765563964844,3,1,1787030705.6112232,1787030705.8665042
9528,22,0.33241820335388184,0.0743248462677002,3,2,1787030721.6612153,1787030722.0679588
13229,2,0.31345295906066895,0.0016651153564453125,4,1,1787030706.112434,1787030706.4275525
13264,64,0.3543095588684082,0.2521848678588867,4,2,1787030722.1721063,1787030722.7786014
11719,2,0.25828051567077637,0.001590728759765625,5,1,1787030706.613474,1787030706.8733459
11757,33,0.34477901458740234,0.17593121528625488,5,2,1787030722.673605,1787030723.1943164
9656,10,0.23655939102172852,0.019008159637451172,6,1,1787030707.1145191,1787030707.3700871
9700,52,0.33786892890930176,0.27181339263916016,6,2,1787030723.1800876,1787030723.7897708
12303,6,0.28728437423706055,0.001825571060180664,7,1,1787030707.615642,1787030707.904753
12334,53,0.42373085021972656,0.2069563865661621,7,2,1787030723.6862454,1787030724.3169336
10253,28,0.2235405445098877,0.08049559593200684,8,1,1787030708.1168704,1787030708.4209073
10307,10,0.3410227298736572,0.04807019233703613,8,2,1787030724.1923602,1787030724.5814538
8906,2,0.21253085136413574,0.0016257762908935547,9,1,1787030708.6178257,1787030708.831983
8933,64,0.3258962631225586,0.2163081169128418,9,2,1787030724.7030056,1787030725.2452106
8284,33,0.18922877311706543,0.11349153518676758,10,1,1787030709.1190758,1787030709.4217968
8345,2,0.31768178939819336,0.012665987014770508,10,2,1787030725.2043478,1787030725.5346963
9383,14,0.2225205898284912,0.037487030029296875,11,1,1787030709.620112,1787030709.8801203
9425,36,0.34539008140563965,0.16850805282592773,11,2,1787030725.7151184,1787030726.2290173
8281,42,0.19772934913635254,0.21559524536132812,12,1,1787030710.1211,1787030710.534425
8350,2,0.3272855281829834,0.039876461029052734,12,2,1787030726.2167225,1787030726.5838852
14039,4,0.2966742515563965,0.0022559165954589844,13,1,1787030710.6222029,1787030710.9211338
14074,2,0.3238711357116699,0.07154345512390137,13,2,1787030726.6221716,1787030727.017587
10372,2,0.22731590270996094,0.001621246337890625,14,1,1787030711.123393,1787030711.352331
10398,18,0.2450847625732422,0.13380217552185059,14,2,1787030727.1384706,1787030727.5173583
10093,11,0.23432612419128418,0.020221710205078125,15,1,1787030711.6246035,1787030711.879152
10134,5,0.20555639266967773,0.12346744537353516,15,2,1787030727.646294,1787030727.9753184
8489,10,0.19524312019348145,0.019155502319335938,16,1,1787030712.126017,1787030712.3404164
8527,20,0.19180035591125488,0.2279796600341797,16,2,1787030728.1527908,1787030728.5725713
8810,10,0.213331937789917,0.01999974250793457,17,1,1787030712.627229,1787030712.8605614
8849,4,0.19805574417114258,0.0015950202941894531,17,2,1787030728.6544435,1787030728.8540947
11424,55,0.2996666431427002,0.24552273750305176,18,1,1787030713.1285129,1787030713.673703
11506,47,0.2583601474761963,0.13756275177001953,18,2,1787030729.1695228,1787030729.5654466
12757,2,0.34574151039123535,0.001611471176147461,19,1,1787030713.6310964,1787030713.9784498
12796,50,0.27396249771118164,0.14652180671691895,19,2,1787030729.675249,1787030730.0957344
8665,10,0.18647360801696777,0.024247169494628906,20,1,1787030714.1323133,1787030714.3430345
8706,45,0.1530768871307373,0.18887805938720703,20,2,1787030730.1762877,1787030730.5182433
13813,10,0.29227566719055176,0.01094365119934082,21,1,1787030714.633612,1787030714.9368317
13847,10,0.2055647373199463,0.04115557670593262,21,2,1787030730.6911669,1787030730.937888
11088,18,0.23724126815795898,0.040650367736816406,22,1,1787030715.1349456,1787030715.4128382
11136,30,0.19643759727478027,0.15226078033447266,22,2,1787030731.1966374,1787030731.5453365
8260,22,0.18361377716064453,0.05717039108276367,23,1,1787030715.6361928,1787030715.8769777
8310,55,0.34354186058044434,0.1679394245147705,23,2,1787030731.7027392,1787030732.2142212
10080,2,0.22015905380249023,0.0015811920166015625,24,1,1787030716.1373248,1787030716.3590658
10107,8,0.22912001609802246,0.009260892868041992,24,2,1787030732.2033384,1787030732.44172
8967,3,0.20132994651794434,0.0015721321105957031,25,1,1787030716.6386333,1787030716.8415358
8996,2,0.2020092010498047,0.0015797615051269531,25,2,1787030732.7135718,1787030732.9171615
8711,6,0.19395041465759277,0.004590749740600586,26,1,1787030717.1398551,1787030717.338397
8750,64,0.19814300537109375,0.19739651679992676,26,2,1787030733.2189589,1787030733.6144989
9436,64,0.2195744514465332,0.19240045547485352,27,1,1787030717.6409924,1787030718.0529683
9527,8,0.21390414237976074,0.009674787521362305,27,2,1787030733.724333,1787030733.9479127
8706,42,0.18561768531799316,0.12210488319396973,28,1,1787030718.1423423,1787030718.4500656
8772,29,0.19643235206604004,0.08108997344970703,28,2,1787030734.2292838,1787030734.5068069
13022,24,0.28405237197875977,0.05829811096191406,29,1,1787030718.6441057,1787030718.9864569
13077,24,0.28399157524108887,0.05901002883911133,29,2,1787030734.7140868,1787030735.057089
14417,4,0.30028462409973145,0.0015816688537597656,30,1,1787030719.1454039,1787030719.4472709
14444,28,0.31238842010498047,0.06862807273864746,30,2,1787030735.2195451,1787030735.6005623
8574,19,0.22843074798583984,0.07225465774536133,31,1,1787030719.6480505,1787030719.9487367
8626,2,0.1943809986114502,0.0015757083892822266,31,2,1787030735.7250483,1787030735.9210057
8180,21,0.19090914726257324,0.09561538696289062,32,1,1787030720.1495354,1787030720.4360607
8224,5,0.19301271438598633,0.0017399787902832031,32,2,1787030736.2303135,1787030736.425067
8696,11,0.37438035011291504,0.021130084991455078,33,1,1787030720.6565013,1787030721.0520127
8731,31,0.16206717491149902,0.10806012153625488,33,2,1787030736.7355814,1787030737.0057096
12646,26,0.48395752906799316,0.0672140121459961,34,1,1787030721.1650896,1787030721.716262
12701,8,0.24304747581481934,0.010944843292236328,34,2,1787030737.2410479,1787030737.4950407
8339,10,0.34727931022644043,0.019367218017578125,35,1,1787030721.6662471,1787030722.0328946
8375,39,0.17609834671020508,0.1600332260131836,35,2,1787030737.7466862,1787030738.0828183
8495,2,0.4059591293334961,0.0026705265045166016,36,1,1787030722.1778889,1787030722.586519
8526,8,0.14759039878845215,0.02767157554626465,36,2,1787030738.2522793,1787030738.4275422
10527,55,0.4098999500274658,0.16871166229248047,37,1,1787030722.6790903,1787030723.2577026
10612,2,0.30133938789367676,0.0018262863159179688,37,2,1787030738.7577946,1787030739.0609612
9174,2,0.37978172302246094,0.002748727798461914,38,1,1787030723.1858582,1787030723.5683892
9203,10,0.20229148864746094,0.014678955078125,38,2,1787030739.265169,1787030739.4821398
8130,5,0.4614601135253906,0.003229379653930664,39,1,1787030723.6919534,1787030724.1566436
8167,10,0.16800832748413086,0.01939988136291504,39,2,1787030739.7706373,1787030739.9580464
8478,13,0.36786651611328125,0.027281522750854492,40,1,1787030724.1973524,1787030724.5925012
8530,19,0.13931870460510254,0.04740142822265625,40,2,1787030740.2761192,1787030740.46284
9120,38,0.3443171977996826,0.1112217903137207,41,1,1787030724.7083173,1787030725.1638575
9184,10,0.21306133270263672,0.01634049415588379,41,2,1787030740.7815194,1787030741.010922
8295,23,0.3240933418273926,0.05363917350769043,42,1,1787030725.2091568,1787030725.58689
8357,10,0.18985414505004883,0.01805424690246582,42,2,1787030741.2870028,1787030741.4949121
11858,2,0.4081132411956787,0.002254486083984375,43,1,1787030725.7204008,1787030726.1307695
11891,17,0.27736616134643555,0.035697221755981445,43,2,1787030741.7923512,1787030742.1054153
9731,19,0.36074042320251465,0.08716702461242676,44,1,1787030726.22163,1787030726.6695383
9777,39,0.22016263008117676,0.11136269569396973,44,2,1787030742.2987874,1787030742.6303134
12090,60,0.3463733196258545,0.40471363067626953,45,1,1787030726.73425,1787030727.4853375
12186,8,0.18119025230407715,0.006281614303588867,45,2,1787030742.8043504,1787030742.991823
8683,2,0.23987388610839844,0.0041692256927490234,46,1,1787030727.239155,1787030727.4831986
8710,8,0.20691204071044922,0.009671926498413086,46,2,1787030743.3097367,1787030743.5263214
9298,3,0.22461223602294922,0.002277374267578125,47,1,1787030727.7470832,1787030727.9739733
9327,2,0.21907520294189453,0.001619577407836914,47,2,1787030743.815062,1787030744.0357578
14065,2,0.31149983406066895,0.002584218978881836,48,1,1787030728.2534702,1787030728.5675554
14093,11,0.3204634189605713,0.01212000846862793,48,2,1787030744.3205209,1787030744.6531053
