prompt_tokens,generation_tokens,ttft,generation_time,user_id,question_id,launch_time,finish_time
11116,33,0.24654293060302734,0.09825706481933594,1,1,1787134527.3541603,1787134527.6989608
11174,42,0.3236706256866455,0.1681680679321289,1,2,1787134543.3910332,1787134543.8828728
13059,2,0.2947084903717041,0.0016040802001953125,2,1,1787134527.8556974,1787134528.152011
13089,25,0.3508949279785156,0.17663860321044922,2,2,1787134543.8992727,1787134544.4268074
9496,2,0.19795465469360352,0.0016243457794189453,3,1,1787134528.3565075,1787134528.556087
9528,22,0.31447887420654297,0.07936716079711914,3,2,1787134544.4007173,1787134544.794564
13229,2,0.28114986419677734,0.0016067028045654297,4,1,1787134528.8576832,1787134529.1404402
13264,64,0.3338632583618164,0.26511287689208984,4,2,1787134544.9118488,1787134545.5108259
11719,2,0.24947166442871094,0.0015554428100585938,5,1,1787134529.3587198,1787134529.6097476
11757,33,0.3345956802368164,0.1657118797302246,5,2,1787134545.413135,1787134545.9134436
9656,10,0.2106766700744629,0.018337726593017578,6,1,1787134529.8598409,1787134530.088856
9700,52,0.32672119140625,0.1976175308227539,6,2,1787134545.9253192,1787134546.4496586
12303,6,0.26444125175476074,0.002162456512451172,7,1,1787134530.3607028,1787134530.6273074
12334,53,0.3352227210998535,0.21307015419006348,7,2,1787134546.4267058,1787134546.9749997
10253,28,0.20827078819274902,0.08153915405273438,8,1,1787134530.8617058,1787134531.1515167
10307,10,0.3138008117675781,0.04842972755432129,8,2,1787134546.932857,1787134547.2950883
8906,2,0.19082188606262207,0.0014405250549316406,9,1,1787134531.3625784,1787134531.5548418
8933,64,0.18054437637329102,0.2078850269317627,9,2,1787134547.4432812,1787134547.8317115
8284,33,0.1756911277770996,0.10026097297668457,10,1,1787134531.8635728,1787134532.139526
8345,2,0.17279601097106934,0.0014872550964355469,10,2,1787134547.9489794,1787134548.1232636
9383,14,0.20533418655395508,0.031991004943847656,11,1,1787134532.364577,1787134532.6019032
9425,36,0.2004709243774414,0.10914850234985352,11,2,1787134548.4557347,1787134548.7653553
8281,42,0.17368650436401367,0.13119101524353027,12,1,1787134532.8655252,1787134533.1704035
8350,2,0.17500710487365723,0.0016071796417236328,12,2,1787134548.96218,1787134549.138795
14039,4,0.28322696685791016,0.0019998550415039062,13,1,1787134533.366751,1787134533.6519785
14074,2,0.27875828742980957,0.0015952587127685547,13,2,1787134549.367444,1787134549.6477985
10372,2,0.21834135055541992,0.0030722618103027344,14,1,1787134533.8677027,1787134534.0891197
10398,18,0.21430253982543945,0.04573225975036621,14,2,1787134549.8726418,1787134550.1326776
10093,11,0.21645116806030273,0.021194934844970703,15,1,1787134534.3686843,1787134534.6063309
10134,5,0.2086036205291748,0.0022220611572265625,15,2,1787134550.378192,1787134550.5890183
8489,10,0.17750763893127441,0.019693613052368164,16,1,1787134534.8697972,1787134535.0669994
8527,20,0.1769576072692871,0.054857730865478516,16,2,1787134550.8837016,1787134551.1155179
8810,10,0.1902933120727539,0.020127534866333008,17,1,1787134535.3708396,1787134535.5812616
8849,4,0.1895134449005127,0.001589059829711914,17,2,1787134551.3890278,1787134551.580131
11424,55,0.23795247077941895,0.17474961280822754,18,1,1787134535.8719985,1787134536.2847013
11506,47,0.2375953197479248,0.14551854133605957,18,2,1787134551.8941107,1787134552.2772257
12757,2,0.26317501068115234,0.0015430450439453125,19,1,1787134536.3731997,1787134536.6379185
12796,50,0.2599184513092041,0.15666627883911133,19,2,1787134552.3993576,1787134552.8159435
8665,10,0.17615461349487305,0.02009415626525879,20,1,1787134536.874108,1787134537.0703576
8706,45,0.19247698783874512,0.14226055145263672,20,2,1787134552.9053795,1787134553.240118
13813,10,0.28517913818359375,0.013789653778076172,21,1,1787134537.375534,1787134537.674504
13847,10,0.28525567054748535,0.013863086700439453,21,2,1787134553.4213314,1787134553.720451
11088,18,0.2310347557067871,0.045565128326416016,22,1,1787134537.876788,1787134538.1533883
11136,30,0.22145843505859375,0.08728647232055664,22,2,1787134553.9243002,1787134554.2330458
8260,22,0.1732015609741211,0.0626838207244873,23,1,1787134538.3780332,1787134538.6139193
8310,55,0.17081832885742188,0.1774277687072754,23,2,1787134554.4299307,1787134554.7781777
10080,2,0.2132706642150879,0.0015444755554199219,24,1,1787134538.8794067,1787134539.0942225
10107,8,0.21312499046325684,0.009751558303833008,24,2,1787134554.9355662,1787134555.1584437
8967,3,0.18920302391052246,0.0015633106231689453,25,1,1787134539.3804834,1787134539.5712504
8996,2,0.18626928329467773,0.0015838146209716797,25,2,1787134555.4408977,1787134555.6287515
8711,6,0.17833733558654785,0.006799459457397461,26,1,1787134539.8817647,1787134540.066902
8750,64,0.18010473251342773,0.20865488052368164,26,2,1787134555.9464383,1787134556.3351986
9436,64,0.20384001731872559,0.2066822052001953,27,1,1787134540.3832037,1787134540.7937267
9527,8,0.20507216453552246,0.011241436004638672,27,2,1787134556.4524682,1787134556.6687827
8706,42,0.17351555824279785,0.13223648071289062,28,1,1787134540.8844247,1787134541.1901774
8772,29,0.18348956108093262,0.08728599548339844,28,2,1787134556.9579735,1787134557.22875
13022,24,0.26764488220214844,0.06520605087280273,29,1,1787134541.3858063,1787134541.7186582
13077,24,0.2675595283508301,0.0655660629272461,29,2,1787134557.4285474,1787134557.7616737
14417,4,0.29549717903137207,0.0016112327575683594,30,1,1787134541.8872235,1787134542.1843326
14444,28,0.2943558692932129,0.07661581039428711,30,2,1787134557.9339895,1787134558.3049622
8574,19,0.17718935012817383,0.051554203033447266,31,1,1787134542.3884661,1787134542.6172104
8626,2,0.18392539024353027,0.0015883445739746094,31,2,1787134558.4391797,1787134558.624694
8180,21,0.17060208320617676,0.058145999908447266,32,1,1787134542.889675,1787134543.1184242
8224,5,0.17443037033081055,0.0035576820373535156,32,2,1787134558.9442418,1787134559.1222305
