prompt_tokens,generation_tokens,ttft,generation_time,user_id,question_id,launch_time,finish_time
11116,33,0.3011155128479004,0.1070394515991211,1,1,1787030010.8414574,1787030011.2496128
11174,42,0.3017873764038086,0.13663816452026367,1,2,1787030026.8828785,1787030027.3213046
13059,2,0.3247706890106201,0.00196075439453125,2,1,1787030011.3452783,1787030011.6720107
13089,25,0.29799532890319824,0.07651281356811523,2,2,1787030027.3906767,1787030027.7651856
9496,2,0.2317495346069336,0.0019233226776123047,3,1,1787030011.8468487,1787030012.080522
9528,22,0.22874832153320312,0.08232474327087402,3,2,1787030027.8967836,1787030028.2078574
13229,2,0.3270692825317383,0.0017790794372558594,4,1,1787030012.3482592,1787030012.6771083
13264,64,0.3016030788421631,0.2108302116394043,4,2,1787030028.4036133,1787030028.9160473
11719,2,0.24130749702453613,0.0016515254974365234,5,1,1787030012.8492892,1787030013.092249
11757,33,0.26819539070129395,0.11069393157958984,5,2,1787030028.9043906,1787030029.2832806
9656,10,0.20916295051574707,0.03188323974609375,6,1,1787030013.3503823,1787030013.5914295
9700,52,0.22501015663146973,0.18079566955566406,6,2,1787030029.4149628,1787030029.8207693
12303,6,0.2743093967437744,0.018050193786621094,7,1,1787030013.8515344,1787030014.1438947
12334,53,0.27776050567626953,0.1736607551574707,7,2,1787030029.9206307,1787030030.3720524
10253,28,0.22609400749206543,0.10802030563354492,8,1,1787030014.3527422,1787030014.6868572
10307,10,0.236222505569458,0.029129743576049805,8,2,1787030030.4268234,1787030030.6921763
8906,2,0.1923666000366211,0.001538991928100586,9,1,1787030014.8541598,1787030015.0480664
8933,64,0.20911431312561035,0.21748733520507812,9,2,1787030030.9326825,1787030031.3592846
8284,33,0.17201471328735352,0.1354386806488037,10,1,1787030015.3549883,1787030015.6624424
8345,2,0.18979096412658691,0.0016281604766845703,10,2,1787030031.438332,1787030031.629752
9383,14,0.2229018211364746,0.046175479888916016,11,1,1787030015.8562498,1787030016.1253278
9425,36,0.22241735458374023,0.11966872215270996,11,2,1787030031.9435778,1787030032.2856646
8281,42,0.18424773216247559,0.16115331649780273,12,1,1787030016.3577304,1787030016.7031322
8350,2,0.18476033210754395,0.0016093254089355469,12,2,1787030032.44882,1787030032.6351905
14039,4,0.30982089042663574,0.009163141250610352,13,1,1787030016.8589501,1787030017.177935
14074,2,0.3161783218383789,0.001699686050415039,13,2,1787030032.954242,1787030033.2721207
10372,2,0.2334599494934082,0.0016047954559326172,14,1,1787030017.360303,1787030017.5953684
10398,18,0.23832440376281738,0.05942273139953613,14,2,1787030033.4598444,1787030033.7575922
10093,11,0.22655177116394043,0.035314321517944336,15,1,1787030017.8615973,1787030018.123464
10134,5,0.23221635818481445,0.007402658462524414,15,2,1787030033.8651435,1787030034.1047637
8489,10,0.18954777717590332,0.04787397384643555,16,1,1787030018.363013,1787030018.6004355
8527,20,0.18875646591186523,0.07670974731445312,16,2,1787030034.370744,1787030034.636211
8810,10,0.2086191177368164,0.035984039306640625,17,1,1787030018.8654678,1787030019.1100721
8849,4,0.20639920234680176,0.00372314453125,17,2,1787030034.876414,1787030035.0865371
11424,55,0.25841212272644043,0.18509769439697266,18,1,1787030019.366797,1787030019.8103075
11506,47,0.26404333114624023,0.155775785446167,18,2,1787030035.3817952,1787030035.8016148
12757,2,0.2862539291381836,0.001649618148803711,19,1,1787030019.8682795,1787030020.1561835
12796,50,0.2874023914337158,0.1613631248474121,19,2,1787030035.8871667,1787030036.3359327
8665,10,0.18161249160766602,0.04579043388366699,20,1,1787030020.36965,1787030020.5970538
8706,45,0.20736336708068848,0.15417981147766113,20,2,1787030036.392596,1787030036.75414
13813,10,0.30868005752563477,0.03210043907165527,21,1,1787030020.8708844,1787030021.2116654
13847,10,0.3185849189758301,0.02400374412536621,21,2,1787030036.8984983,1787030037.2410874
11088,18,0.2547166347503662,0.05217123031616211,22,1,1787030021.3722446,1787030021.6791332
11136,30,0.2489330768585205,0.1015784740447998,22,2,1787030037.4041584,1787030037.7546704
8260,22,0.18759632110595703,0.08772778511047363,23,1,1787030021.873669,1787030022.1489937
8310,55,0.18364858627319336,0.19926118850708008,23,2,1787030037.9095862,1787030038.2924967
10080,2,0.23936724662780762,0.0015010833740234375,24,1,1787030022.374845,1787030022.615714
10107,8,0.23069167137145996,0.019387006759643555,24,2,1787030038.415296,1787030038.6653755
