prompt_tokens,generation_tokens,ttft,generation_time,user_id,question_id,launch_time,finish_time
11116,33,0.27281904220581055,0.09381580352783203,1,1,1787130995.6102202,1787130995.9768555
11174,42,0.25650787353515625,0.1277470588684082,1,2,1787131011.6426547,1787131012.026911
13059,2,0.2912435531616211,0.001651763916015625,2,1,1787130996.1118555,1787130996.4047518
13089,25,0.2721736431121826,0.06641364097595215,2,2,1787131012.1482282,1787131012.4868164
9496,2,0.20219898223876953,0.0015978813171386719,3,1,1787130996.6130426,1787130996.8168404
9528,22,0.19760632514953613,0.0599818229675293,3,2,1787131012.6541345,1787131012.9117236
13229,2,0.28471851348876953,0.0016162395477294922,4,1,1787130997.1141963,1787130997.4005318
13264,64,0.2747988700866699,0.20527863502502441,4,2,1787131013.1599143,1787131013.6399925
11719,2,0.24599766731262207,0.0015819072723388672,5,1,1787130997.6153407,1787130997.8629212
11757,33,0.24178314208984375,0.09627199172973633,5,2,1787131013.6608212,1787131013.9988768
9656,10,0.21323657035827637,0.018056631088256836,6,1,1787130998.1165786,1787130998.3478725
9700,52,0.20238471031188965,0.16461443901062012,6,2,1787131014.1768458,1787131014.543846
12303,6,0.2653059959411621,0.001764535903930664,7,1,1787130998.6177998,1787130998.8848715
12334,53,0.25518035888671875,0.16781353950500488,7,2,1787131014.6824455,1787131015.1054406
10253,28,0.19676804542541504,0.08055830001831055,8,1,1787130999.1189096,1787130999.3962371
10307,10,0.21291351318359375,0.017171621322631836,8,2,1787131015.1878734,1787131015.4179595
8906,2,0.1952507495880127,0.0015845298767089844,9,1,1787130999.6202698,1787130999.817106
8933,64,0.1921401023864746,0.20618295669555664,9,2,1787131015.693277,1787131016.091601
8284,33,0.17413854598999023,0.09980559349060059,10,1,1787131000.1212828,1787131000.395228
8345,2,0.17432546615600586,0.0015790462493896484,10,2,1787131016.1988842,1787131016.3747895
9383,14,0.20960068702697754,0.03146052360534668,11,1,1787131000.622705,1787131000.8637671
9425,36,0.2053203582763672,0.10797357559204102,11,2,1787131016.7045875,1787131017.017882
8281,42,0.17367839813232422,0.12992548942565918,12,1,1787131001.1239347,1787131001.4275393
8350,2,0.17461800575256348,0.0015666484832763672,12,2,1787131017.21023,1787131017.3864157
14039,4,0.2859323024749756,0.0022954940795898438,13,1,1787131001.6252544,1787131001.913483
14074,2,0.27928900718688965,0.0016033649444580078,13,2,1787131017.7131763,1787131017.9940696
10372,2,0.2087845802307129,0.0015850067138671875,14,1,1787131002.126304,1787131002.3366742
10398,18,0.2165391445159912,0.04496145248413086,14,2,1787131018.2186859,1787131018.4801872
10093,11,0.212554931640625,0.0211637020111084,15,1,1787131002.6276536,1787131002.861373
10134,5,0.20924901962280273,0.0016970634460449219,15,2,1787131018.7226675,1787131018.9336143
8489,10,0.17968201637268066,0.019905805587768555,16,1,1787131003.1289222,1787131003.3285108
8527,20,0.17954468727111816,0.054189443588256836,16,2,1787131019.2281094,1787131019.4618442
